specfile|restwave|zsys|col|bval|vel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|z_comp|trans|rely|comment
J1220+4643_nbin3_allvisits_jwnorm.fits|912.91790|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1466.27409|1467.63943|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|913.00590|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1466.41543|1467.78090|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|913.10420|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1466.57331|1467.93894|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|913.21460|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1466.75063|1468.11642|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|913.33910|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1466.95060|1468.31657|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|913.48030|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1467.17738|1468.54357|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|913.64110|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1467.43565|1468.80207|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|913.82560|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1467.73198|1469.09868|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|914.03850|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1468.07393|1469.44095|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|914.28610|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1468.47161|1469.83900|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|914.57620|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1468.93755|1470.30537|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|914.91920|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1469.48846|1470.85679|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|915.32890|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1470.14649|1471.51544|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|915.82380|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1470.94137|1472.31106|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|916.42910|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1471.91357|1473.28416|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|917.18050|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1473.12042|1474.49214|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|918.12930|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1474.64433|1476.01747|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|919.35130|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1476.60703|1477.98200|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|920.96300|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1479.19565|1480.57302|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|923.15030|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1482.70876|1484.08940|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|926.22560|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1487.64812|1489.03337|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|930.74820|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1494.91205|1496.30406|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|937.80340|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1506.24369|1507.64625|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|949.74300|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1525.42036|1526.84078|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|972.53670|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1562.03024|1563.48475|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|1025.72220|0.60688776|16.5400|18.0000|0.0000|6|6|6|-139.5131|139.5131|1647.45360|1648.98766|0.60688776|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|919.35130|0.61091949|14.8100|34.0000|0.0000|7|7|7|-175.6832|175.6832|1480.13329|1481.86907|0.61091949|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|920.96300|0.61091949|14.8100|34.0000|0.0000|7|7|7|-175.6832|175.6832|1482.72809|1484.46691|0.61091949|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|923.15030|0.61091949|14.8100|34.0000|0.0000|7|7|7|-175.6832|175.6832|1486.24959|1487.99254|0.61091949|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|926.22560|0.61091949|14.8100|34.0000|0.0000|7|7|7|-175.6832|175.6832|1491.20075|1492.94951|0.61091949|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|930.74820|0.61091949|14.8100|34.0000|0.0000|7|7|7|-175.6832|175.6832|1498.48202|1500.23932|0.61091949|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|937.80340|0.61091949|14.8100|34.0000|0.0000|7|7|7|-175.6832|175.6832|1509.84073|1511.61135|0.61091949|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|949.74300|0.61091949|14.8100|34.0000|0.0000|7|7|7|-175.6832|175.6832|1529.06319|1530.85635|0.61091949|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|972.53670|0.61091949|14.8100|34.0000|0.0000|7|7|7|-175.6832|175.6832|1565.76050|1567.59669|0.61091949|HI|a|
J1220+4643_nbin3_allvisits_jwnorm.fits|1025.72220|0.61091949|14.8100|34.0000|0.0000|7|7|7|-175.6832|175.6832|1651.38786|1653.32448|0.61091949|HI|a|
