#  ID   M200  MStar   lg_SSFR   MBH   fgas Kappa j  
 1797 11.923 10.155  -10.213  6.845  0.157 0.475 0
 3110 11.479  9.698  -9.751  6.198  0.384 0.197 0
 2321 11.761  9.342  -9.693  6.065  0.237 0.335 0
 3089 11.563  9.492  -10.216  5.932  0.271 0.212 0
 5815 11.277  9.572  -10.118  5.930  0.149 0.535 0
 2387 11.679 10.076  -10.167  5.880  0.299 0.388 0
 2094 11.840  9.891  -9.911  6.571  0.230 0.507 0
 1051 12.162 10.490  -10.286  7.056  0.213 0.717 0
 3936 11.484  9.641  -10.502  5.935  0.158 0.223 0
 2481 11.604  9.728  -10.242  6.045  0.225 0.347 0
 3764 11.504  9.634  -10.091  6.215  0.197 0.517 0
 2813 11.665  9.788  -10.308  6.024  0.246 0.305 0
 1203 12.021 10.268  -10.084  6.789  0.248 0.526 0
 3567 11.419  9.595  -9.923  5.975  0.308 0.403 0
 2303 11.664  9.324  -10.110  6.096  0.229 0.227 0
 1230 12.107 10.575  -10.345  6.964  0.217 0.699 0
 2479 11.703 10.050  -10.577  6.531  0.196 0.471 0
  574 12.399 10.910  -10.357  7.588  0.387 0.524 0
 1991 11.767  9.693  -10.315  5.921  0.236 0.323 0
 2764 11.589  9.665  -10.296  6.113  0.264 0.320 0
 1992 11.878 10.403  -10.574  6.456  0.098 0.667 0
  481 12.564 10.494  -13.000  8.035  0.259 0.232 0
    3 14.477 11.461  -11.530  9.437  0.886 0.195 0
  399 12.590 10.712  -13.000  8.339  0.172 0.187 0
 1095 12.028  9.885  -9.961  6.302  0.447 0.445 0
 1736 11.890 10.185  -10.382  6.385  0.283 0.497 0
 8369 11.110  9.566  -10.462  5.480  0.075 0.503 0
 1504 12.007 10.495  -12.238  7.496  0.133 0.446 0
 3521 11.548 10.001  -10.537  5.994  0.072 0.459 0
 2075 11.780  9.873  -10.317  6.470  0.374 0.388 0
 1835 11.871 10.276  -10.186  6.405  0.217 0.538 0
 6914 11.207  9.583  -10.138  5.744  0.077 0.584 0
 3831 11.525  9.112  -9.583  5.587  0.317 0.386 0
  391 12.311 10.737  -10.250  7.030  0.362 0.712 0
 2570 11.697  9.980  -10.292  5.953  0.263 0.623 0
 1447 11.770  9.756  -9.964  6.350  0.353 0.217 0
 1227 12.047 10.129  -10.504  6.775  0.291 0.362 0
 3016 11.632  9.318  -10.007  6.044  0.177 0.157 0
 2375 11.642  9.919  -9.958  6.427  0.203 0.269 0
  184 12.908 10.782  -10.293  8.012  0.484 0.601 0
 7431 11.134  9.856  -13.000  5.886  0.047 0.367 0
 1634 11.758 10.315  -10.389  6.211  0.379 0.541 0
 1463 11.908 10.337  -10.386  6.166  0.141 0.625 0
 6691 11.272  9.587  -10.718  5.630  0.022 0.533 0
 2128 11.672  9.812  -9.786  5.530  0.386 0.548 0
 1604 11.877 10.192  -10.266  6.230  0.260 0.394 0
 2013 11.815 10.155  -10.154  6.498  0.135 0.455 0
 1031 12.098 10.240  -10.067  6.387  0.323 0.576 0
 2973 11.604  9.694  -9.958  6.149  0.257 0.398 0
 4264 11.426  9.775  -10.056  5.928  0.238 0.384 0
 3958 11.434  9.661  -10.092  6.215  0.102 0.183 0
 3419 11.555  9.733  -10.245  5.839  0.060 0.337 0
  532 12.495 10.855  -10.600  7.652  0.385 0.558 0
 1197 12.137 10.290  -12.373  7.448  0.155 0.493 0
 1858 11.817 10.152  -10.052  6.598  0.219 0.606 0
 6445 11.258  9.523  -10.245  5.526  0.107 0.521 0
 3513 11.527  9.535  -10.759  5.942  0.133 0.140 0
 2716 11.626  9.746  -10.066  5.853  0.121 0.344 0
 2272 11.783  9.959  -10.271  6.460  0.216 0.341 0
 1958 11.861 10.240  -10.573  6.458  0.233 0.527 0
  858 11.963  9.930  -10.065  6.746  0.501 0.426 0
 3898 11.486  9.649  -10.242  6.281  0.163 0.158 0
 1482 11.737  9.868  -10.087  6.123  0.314 0.464 0
 1414 11.991 10.233  -10.071  6.924  0.211 0.488 0
 2945 11.617  9.965  -10.126  6.618  0.177 0.618 0
 1172 12.118 10.486  -11.619  7.620  0.148 0.155 0
  122 13.077 11.148  -13.000  8.375  0.633 0.276 0
 3392 11.518  9.515  -10.871  6.601  0.092 0.150 0
 4725 11.290  9.551  -10.372  5.507  0.064 0.357 0
  505 12.510 10.722  -12.218  8.026  0.174 0.188 0
 2080 11.651  9.391  -10.069  6.090  0.288 0.170 0
 1678 11.873 10.130  -10.059  6.656  0.215 0.555 0
 4338 11.408  9.649  -10.116  5.809  0.194 0.503 0
 3195 11.566  9.697  -9.921  5.991  0.221 0.611 0
 2311 11.764  9.963  -10.491  6.545  0.195 0.244 0
  136 13.124 10.826  -10.819  8.373  0.429 0.559 0
 2569 11.666 10.071  -10.131  6.258  0.211 0.505 0
  238 12.818 10.825  -10.331  8.107  0.442 0.359 0
 2631 11.672  9.902  -10.118  6.370  0.420 0.269 0
  182 13.022 11.071  -11.061  8.583  0.517 0.257 0
  746 12.323 10.647  -11.872  7.686  0.194 0.415 0
 3773 11.499  9.506  -10.232  5.974  0.374 0.227 0
 1944 11.850 10.178  -10.135  6.118  0.194 0.613 0
 2335 11.735  9.761  -9.959  5.878  0.219 0.627 0
  889 12.269 10.416  -9.991  7.090  0.280 0.444 0
  837 12.206 10.660  -10.091  6.905  0.395 0.634 0
  127 13.030 10.844  -11.236  8.443  0.495 0.148 0
 1388 11.994 10.329  -10.871  7.281  0.095 0.469 0
 1959 11.816 10.213  -12.226  6.913  0.188 0.280 0
 1539 11.940 10.253  -10.198  6.553  0.246 0.321 0
 1937 11.801  9.993  -10.372  6.147  0.280 0.387 0
   61 13.411 11.287  -10.852  8.664  0.768 0.168 0
 3742 11.498  9.694  -10.143  6.019  0.132 0.526 0
 2786 11.641  9.789  -10.062  5.943  0.180 0.494 0
 2484 11.753  9.721  -9.952  5.976  0.370 0.384 0
 3240 11.588  9.773  -10.224  6.529  0.098 0.387 0
 2167 11.677  9.941  -9.983  5.875  0.194 0.325 0
 2207 11.787  9.488  -9.858  5.900  0.273 0.245 0
 3066 11.621  9.810  -10.234  6.120  0.142 0.312 0
 1905 11.844  9.859  -10.226  6.216  0.273 0.307 0
 3681 11.554  9.950  -10.563  6.078  0.069 0.558 0
  775 12.390 10.636  -10.886  7.847  0.142 0.147 0
 1343 11.961 10.141  -9.952  6.674  0.316 0.570 0
 1379 12.003 10.264  -10.366  7.002  0.205 0.394 0
  551 12.403 10.455  -11.648  7.768  0.193 0.268 0
  264 12.739 10.924  -12.347  8.155  0.349 0.144 0
  439 12.554 10.815  -10.320  7.817  0.390 0.584 0
 3541 11.531  9.630  -10.282  5.752  0.181 0.488 0
 5314 11.331  9.722  -10.291  5.692  0.132 0.656 0
  503 12.517 10.900  -10.334  7.710  0.385 0.656 0
 5525 11.240  9.844  -10.553  6.241  0.079 0.509 0
  311 12.644 10.583  -12.201  8.133  0.242 0.142 0
 2854 11.590  8.694  -9.545  5.833  0.297 0.228 0
  205 12.865 10.868  -10.415  7.990  0.590 0.311 0
 3340 11.565  9.798  -10.075  6.262  0.195 0.354 0
 1362 11.815  9.994  -9.777  6.133  0.300 0.563 0
 1685 11.798  9.853  -10.410  6.597  0.228 0.230 0
 2918 11.609  9.845  -10.159  6.002  0.215 0.438 0
 1702 11.932 10.431  -10.224  6.548  0.231 0.353 0
  875 12.221 10.390  -11.557  7.583  0.180 0.386 0
  365 12.709 10.881  -10.612  8.142  0.314 0.430 0
 2189 11.668  9.943  -9.959  6.097  0.212 0.618 0
 4273 11.445  9.634  -10.163  5.687  0.118 0.391 0
  963 12.252 10.437  -13.000  7.933  0.068 0.304 0
 3848 11.501  9.659  -10.353  6.012  0.212 0.367 0
 1099 12.137 10.470  -10.458  7.513  0.160 0.419 0
 4999 11.344  9.546  -10.178  5.804  0.138 0.423 0
 3825 11.522  9.619  -10.837  5.696  0.127 0.220 0
 3377 11.623  9.691  -10.701  6.081  0.078 0.285 0
 1896 11.886 10.172  -10.102  6.289  0.189 0.518 0
  794 12.326 10.505  -11.599  7.712  0.151 0.281 0
 1887 11.790  9.766  -9.878  5.827  0.280 0.386 0
 1109 11.851 10.282  -9.993  6.677  0.244 0.518 0
 3821 11.486  9.717  -10.070  5.901  0.146 0.448 0
  580 12.450 10.769  -10.248  7.323  0.436 0.696 0
 4737 11.383  9.743  -9.911  5.835  0.078 0.524 0
 2399 11.758 10.052  -10.140  6.803  0.237 0.285 0
  476 12.566 10.706  -10.353  8.086  0.313 0.465 0
 5458 11.343  9.753  -10.600  5.527  0.097 0.468 0
  275 12.776 10.940  -10.531  8.309  0.396 0.159 0
 3069 11.591  9.207  -10.366  6.078  0.207 0.270 0
 4498 11.430  9.594  -10.352  6.187  0.102 0.186 0
  101 13.202 10.996  -10.951  8.663  0.711 0.145 0
  411 12.583 10.799  -10.216  7.818  0.310 0.163 0
  650 12.423 10.841  -11.328  7.683  0.180 0.191 0
  210 12.845 10.855  -10.392  8.139  0.420 0.366 0
 1283 12.041 10.032  -10.012  6.181  0.217 0.524 0
 3228 11.569  9.600  -10.061  6.273  0.267 0.381 0
  274 12.683 10.795  -13.000  8.057  0.252 0.274 0
 4421 11.401  9.710  -10.132  6.387  0.219 0.370 0
 2027 11.775 10.080  -10.664  6.096  0.134 0.432 0
 1112 12.116 10.683  -10.574  7.507  0.138 0.683 0
 4604 11.325  9.667  -10.347  5.972  0.109 0.541 0
  697 12.425 10.612  -13.000  7.842  0.203 0.157 0
 1400 12.041 10.188  -10.424  7.418  0.114 0.332 0
  934 12.210 10.289  -9.845  6.349  0.421 0.389 0
 3621 11.555  9.733  -10.210  5.753  0.095 0.347 0
  731 12.169 10.205  -10.189  7.294  0.412 0.365 0
 3667 11.564  9.728  -10.106  6.232  0.089 0.387 0
 1672 11.945 10.234  -10.984  7.134  0.112 0.369 0
 2502 11.728  9.801  -10.316  6.721  0.078 0.230 0
  563 12.488 10.704  -10.306  7.775  0.297 0.678 0
  254 12.878 11.044  -11.459  8.214  0.403 0.209 0
 3775 11.482  9.856  -10.319  6.035  0.090 0.529 0
 2107 11.582  9.352  -10.258  5.924  0.257 0.224 0
  951 12.182 10.487  -10.116  6.467  0.290 0.680 0
  960 12.236 10.617  -11.010  7.686  0.130 0.548 0
 2018 11.845 10.218  -10.301  6.174  0.218 0.606 0
 4003 11.483  9.634  -10.048  5.924  0.148 0.314 0
 3221 11.560  9.769  -11.413  6.006  0.082 0.332 0
 2234 11.790  9.507  -9.812  5.778  0.294 0.257 0
 1460 11.914 10.423  -10.968  6.843  0.254 0.456 0
 1703 11.927 10.199  -10.486  7.405  0.114 0.400 0
 1509 11.975 10.093  -10.192  6.678  0.290 0.541 0
 1392 11.880 10.412  -10.346  6.856  0.104 0.461 0
 1629 11.944 10.186  -10.529  6.400  0.252 0.208 0
 4347 11.371  9.665  -9.897  6.037  0.232 0.184 0
 2581 11.663  9.533  -9.922  6.159  0.244 0.314 0
 2582 11.618 10.054  -9.968  5.827  0.169 0.415 0
  842 12.341 10.643  -11.911  7.932  0.087 0.259 0
 2326 11.780 10.280  -10.434  6.048  0.124 0.510 0
 2108 11.772 10.124  -10.059  6.345  0.187 0.635 0
 1455 11.938 10.407  -10.196  6.981  0.282 0.594 0
 4205 11.466  9.746  -10.157  6.039  0.136 0.469 0
 2356 11.635  9.932  -10.178  6.067  0.120 0.537 0
 3101 11.621  9.866  -10.605  6.276  0.200 0.413 0
 2990 11.497  9.794  -10.411  5.779  0.238 0.408 0
 1083 12.098 10.383  -10.132  7.060  0.259 0.481 0
 6353 11.209  9.573  -9.862  5.708  0.237 0.418 0
 1147 12.067 10.328  -9.949  6.552  0.328 0.588 0
 4357 11.456  9.610  -10.205  5.896  0.159 0.334 0
 7097 11.159  9.501  -10.329  5.698  0.118 0.539 0
 1128 12.103 10.500  -10.390  7.041  0.257 0.676 0
 7480 11.183  9.559  -13.000  5.744  0.040 0.328 0
 1180 12.163 10.403  -13.000  7.708  0.078 0.328 0
  185 13.000 10.972  -12.030  7.557  0.386 0.327 0
 1886 11.910 10.164  -13.000  7.194  0.048 0.382 0
 1048 12.155 10.456  -10.474  7.022  0.323 0.556 0
  626 12.414 10.694  -10.044  6.825  0.445 0.739 0
 2886 11.650  9.817  -10.280  6.010  0.202 0.439 0
 4420 11.431  9.548  -10.027  6.201  0.150 0.536 0
 3510 11.576  9.914  -10.368  5.911  0.059 0.294 0
 1018 12.187 10.585  -10.545  7.329  0.197 0.635 0
 1661 11.934  9.877  -9.978  6.095  0.284 0.530 0
  282 12.750 10.593  -10.239  7.438  0.542 0.374 0
  175 12.948 10.980  -11.584  8.420  0.386 0.193 0
 3799 11.494  9.629  -10.152  5.874  0.244 0.524 0
 2839 11.661  9.930  -10.347  6.139  0.153 0.450 0
 3088 11.600  9.711  -9.977  6.006  0.295 0.563 0
 3740 11.537  9.710  -10.163  5.788  0.075 0.281 0
  576 12.481 10.602  -10.335  7.834  0.333 0.412 0
 2838 11.636  9.825  -10.011  6.165  0.202 0.530 0
 1256 12.079 10.206  -10.316  6.617  0.250 0.438 0
 2642 11.656  9.831  -10.011  6.030  0.136 0.409 0
  819 12.216 10.666  -13.000  7.654  0.220 0.459 0
  388 12.612 10.843  -10.378  7.905  0.433 0.447 0
 3594 11.513  9.580  -10.134  5.996  0.255 0.243 0
  161 13.035 10.813  -10.705  8.393  0.450 0.262 0
 3187 11.553  9.383  -10.343  6.368  0.153 0.176 0
 1198 12.061 10.313  -9.922  6.217  0.214 0.504 0
 2837 11.662  9.868  -10.126  5.999  0.186 0.542 0
 2538 11.724  9.319  -9.630  5.712  0.271 0.417 0
 3945 11.505  9.712  -11.658  6.296  0.081 0.150 0
  315 12.686 10.768  -11.370  8.007  0.369 0.115 0
 1024 12.157 10.547  -10.539  7.230  0.252 0.624 0
  420 12.563 10.827  -12.737  8.174  0.204 0.176 0
 3075 11.582  9.993  -10.290  6.466  0.107 0.477 0
 2380 11.802 10.096  -13.000  7.279  0.037 0.173 0
 1594 11.967 10.131  -11.715  7.495  0.163 0.185 0
 4959 11.383  9.733  -10.537  5.914  0.076 0.317 0
   21 13.759 11.443  -9.769  9.231  0.903 0.184 0
 1953 11.826 10.160  -9.939  6.358  0.228 0.587 0
 1492 11.970 10.349  -10.223  7.430  0.155 0.397 0
 2615 11.714  9.963  -10.447  6.812  0.165 0.277 0
 1847 11.830 10.006  -10.432  6.369  0.379 0.564 0
 1757 11.880 10.305  -9.857  6.254  0.256 0.646 0
  358 12.632 10.659  -10.471  7.380  0.495 0.552 0
 2535 11.710  9.853  -10.064  6.200  0.237 0.650 0
 1770 11.904 10.464  -10.995  7.055  0.103 0.572 0
 6335 11.269  9.501  -10.086  5.873  0.078 0.345 0
 4677 11.352  9.726  -10.851  5.888  0.129 0.381 0
 2467 11.690 10.016  -10.396  6.254  0.241 0.536 0
  645 12.367 10.707  -11.530  7.836  0.214 0.225 0
 1103 11.917 10.291  -10.185  6.735  0.263 0.451 0
  437 12.581 11.037  -10.341  7.756  0.563 0.510 0
 5090 11.358  9.519  -10.171  5.737  0.139 0.186 0
 1643 11.671  9.811  -9.646  5.756  0.297 0.586 0
 2843 11.609  9.816  -10.048  6.457  0.130 0.207 0
 3105 11.578  9.687  -10.249  6.160  0.216 0.613 0
 3787 11.509  9.580  -9.925  6.110  0.121 0.244 0
 1247 11.992 10.267  -10.942  7.192  0.159 0.217 0
  232 12.718 10.815  -11.372  7.989  0.350 0.313 0
 2179 11.576  9.954  -10.171  6.593  0.371 0.174 0
 2382 11.704  9.724  -10.131  6.026  0.211 0.242 0
 1021 12.162 10.544  -10.354  7.425  0.207 0.572 0
  640 12.440 10.509  -13.000  7.797  0.246 0.457 0
 2617 11.399  9.566  -10.940  6.329  0.038 0.219 0
 2810 11.622  9.809  -9.937  5.925  0.199 0.366 0
 4884 11.390  9.530  -10.228  6.115  0.084 0.375 0
 2408 11.715  9.952  -10.164  5.934  0.246 0.537 0
 2586 11.680  9.894  -10.368  6.094  0.188 0.404 0
 3914 11.534  9.732  -10.717  5.536  0.062 0.481 0
 2715 11.536  9.680  -10.016  6.273  0.250 0.551 0
 2390 11.688  9.986  -9.940  5.886  0.274 0.557 0
  168 13.017 11.096  -11.092  8.531  0.553 0.203 0
  575 12.454 10.634  -10.305  7.706  0.364 0.243 0
 4202 11.423  9.595  -11.075  6.497  0.109 0.280 0
  867 12.248 10.421  -10.839  7.591  0.237 0.187 0
  639 12.439 10.444  -11.634  7.864  0.220 0.174 0
 2711 11.532  9.940  -10.177  6.230  0.114 0.594 0
 3333 11.577  9.687  -10.349  5.987  0.122 0.443 0
  957 12.182 10.576  -10.364  7.422  0.315 0.586 0
 1647 11.941 10.329  -10.568  6.880  0.165 0.559 0
 1009 12.007 10.252  -10.986  7.315  0.133 0.281 0
 1028 12.185 10.600  -13.000  7.547  0.142 0.270 0
  557 12.505 10.562  -11.055  7.813  0.220 0.388 0
 1307 12.024 10.431  -10.168  7.043  0.191 0.613 0
 2196 11.777 10.049  -10.180  5.972  0.159 0.555 0
 1999 11.828 10.172  -10.138  6.901  0.207 0.352 0
 1888 11.891  9.524  -9.684  6.320  0.292 0.185 0
 3436 11.527  9.711  -10.482  5.911  0.098 0.334 0
 2324 11.771  9.998  -10.221  6.800  0.131 0.390 0
 3729 11.518  9.779  -10.501  6.013  0.267 0.517 0
 3572 11.536  9.707  -10.358  5.808  0.167 0.191 0
  763 12.319 10.764  -10.171  7.020  0.494 0.607 0
  948 12.205 10.651  -10.297  7.240  0.283 0.704 0
 2519 11.708  9.987  -10.328  6.462  0.120 0.243 0
 1231 12.023 10.213  -10.084  6.259  0.393 0.309 0
  334 12.707 10.945  -13.000  8.256  0.378 0.159 0
 4911 11.314  9.647  -10.134  5.495  0.098 0.449 0
 2914 11.639  9.637  -10.314  5.801  0.258 0.432 0
 2932 11.661  9.805  -10.401  6.685  0.184 0.360 0
 5064 11.387  9.545  -10.330  6.046  0.107 0.296 0
 2430 11.718  9.754  -10.196  6.474  0.274 0.232 0
  566 12.270 10.434  -13.000  7.691  0.202 0.480 0
  109 13.228 11.010  -10.294  8.540  0.645 0.330 0
 1768 11.734 10.106  -9.873  6.546  0.346 0.468 0
  927 12.263 10.701  -10.648  7.693  0.120 0.533 0
 1815 11.824 10.415  -11.386  7.440  0.029 0.420 0
 1067 12.018 10.425  -10.123  6.880  0.236 0.626 0
 3805 11.498  9.628  -10.602  6.075  0.034 0.162 0
 2109 11.696  9.985  -9.841  6.092  0.226 0.584 0
 3017 11.654  9.840  -10.095  5.423  0.192 0.391 0
 1054 12.185 10.644  -10.113  7.011  0.213 0.530 0
 2322 11.712 10.183  -10.128  6.587  0.257 0.465 0
 4866 11.419  9.505  -10.466  5.552  0.090 0.178 0
 1652 11.894  9.939  -9.751  5.906  0.294 0.242 0
 4251 11.485  9.841  -10.581  6.151  0.032 0.167 0
   76 13.169 10.966  -10.258  8.451  0.610 0.467 0
 3092 11.598 10.117  -10.119  5.921  0.180 0.548 0
  748 12.408 10.400  -12.913  8.062  0.115 0.219 0
 2911 11.563  9.708  -10.004  5.913  0.216 0.646 0
 3244 11.568  9.824  -10.024  6.029  0.163 0.495 0
  351 12.280 10.555  -10.143  7.189  0.363 0.600 0
 3881 11.495  9.570  -10.495  6.121  0.129 0.152 0
  459 12.501 10.505  -10.122  7.679  0.425 0.267 0
 2773 11.568  9.797  -9.946  5.688  0.233 0.358 0
 3052 11.633  9.915  -10.364  6.156  0.157 0.414 0
 2415 11.738  9.944  -10.134  6.161  0.237 0.421 0
 2900 11.674  9.876  -11.465  6.892  0.041 0.226 0
 1337 11.999 10.264  -10.279  6.714  0.284 0.517 0
 1134 12.130 10.426  -10.179  7.314  0.206 0.298 0
  955 12.252 10.631  -12.138  7.741  0.079 0.339 0
 2677 11.455  9.581  -9.904  5.858  0.252 0.384 0
  511 12.535 10.689  -10.037  7.895  0.240 0.599 0
 1515 11.943 10.204  -10.157  6.677  0.209 0.541 0
 1936 11.738 10.040  -9.891  6.547  0.282 0.315 0
 2275 11.767 10.156  -10.297  6.234  0.161 0.694 0
 3853 11.528 10.032  -10.920  6.718  0.064 0.349 0
 2372 11.772 10.110  -10.772  6.975  0.160 0.229 0
 1553 11.914 10.205  -9.947  6.349  0.318 0.622 0
  724 12.304 10.246  -10.995  7.263  0.288 0.180 0
 2463 11.754 10.052  -10.735  6.628  0.103 0.502 0
 3677 11.424  9.635  -10.001  6.213  0.098 0.505 0
 2985 11.611  9.913  -10.124  6.168  0.161 0.352 0
  520 12.522 10.673  -13.000  8.043  0.327 0.201 0
 4982 11.408  9.509  -10.394  5.807  0.093 0.527 0
 1894 11.841 10.038  -10.444  6.480  0.328 0.377 0
 3796 11.454  9.654  -10.180  5.728  0.354 0.294 0
 1435 11.934 10.124  -9.668  6.463  0.353 0.311 0
 3778 11.490  9.637  -10.253  6.207  0.292 0.450 0
 4432 11.447  9.864  -10.510  6.022  0.079 0.399 0
 1228 12.035 10.078  -9.843  6.682  0.353 0.459 0
 1336 12.007 10.406  -13.000  7.217  0.051 0.247 0
  167 13.040 10.994  -10.565  8.496  0.473 0.254 0
 2042 11.580  9.659  -10.257  6.051  0.152 0.352 0
  718 12.402 10.716  -10.455  7.855  0.172 0.445 0
 4540 11.413  9.829  -10.079  5.693  0.112 0.570 0
 3000 11.576 10.186  -13.000  6.847  0.026 0.362 0
  287 12.694 10.923  -11.145  8.118  0.312 0.451 0
 3043 11.503  9.418  -10.038  5.982  0.297 0.271 0
 3388 11.600  9.771  -10.329  6.129  0.085 0.361 0
  903 12.283 10.631  -11.987  7.787  0.157 0.204 0
 1892 11.848 10.223  -10.180  5.995  0.172 0.527 0
 3596 11.555  9.718  -10.418  5.848  0.032 0.350 0
  487 12.476 10.610  -13.000  7.848  0.265 0.254 0
 2160 11.776 10.010  -10.157  6.185  0.228 0.526 0
 3241 11.530  9.646  -9.987  5.863  0.168 0.524 0
  189 12.900 11.081  -11.988  8.613  0.432 0.233 0
 2267 11.750 10.044  -10.133  6.258  0.202 0.335 0
 2152 11.713  9.742  -9.855  5.741  0.287 0.577 0
  485 12.385 10.674  -10.454  7.832  0.267 0.394 0
 3284 11.551  9.703  -10.020  5.847  0.287 0.446 0
 3595 11.500  9.735  -10.322  6.093  0.199 0.294 0
 3146 11.601  9.741  -10.077  5.863  0.172 0.535 0
 3038 11.624  9.713  -10.275  6.298  0.129 0.178 0
 2385 11.752  9.677  -10.327  6.427  0.217 0.176 0
 6961 11.157  9.968  -10.778  5.799  0.042 0.529 0
 4451 11.383  9.638  -10.335  6.133  0.186 0.248 0
   89 13.197 10.972  -12.728  8.652  0.734 0.142 0
 4502 11.337  9.829  -10.306  5.833  0.113 0.429 0
 2220 11.788  9.925  -10.545  6.631  0.172 0.235 0
 2761 11.678  9.870  -10.288  5.840  0.118 0.444 0
 2435 11.734 10.058  -10.169  5.950  0.190 0.471 0
  105 13.271 11.219  -11.891  7.815  0.582 0.342 0
 2679 11.702 10.020  -10.307  6.578  0.100 0.380 0
  609 12.395 10.207  -10.263  7.214  0.422 0.381 0
 4475 11.414  9.592  -10.498  5.663  0.071 0.452 0
 3508 11.500  9.762  -10.519  6.285  0.292 0.445 0
 1382 12.043 10.197  -10.158  6.829  0.276 0.505 0
  178 13.009 11.039  -10.704  8.719  0.396 0.155 0
 3078 11.614  9.738  -10.184  6.245  0.213 0.426 0
 3672 11.548  9.629  -9.992  5.972  0.091 0.394 0
 3152 11.495  9.773  -10.358  5.547  0.114 0.367 0
  538 12.220 10.487  -13.000  7.700  0.161 0.329 0
 1419 11.985 10.358  -10.108  6.507  0.282 0.596 0
 4058 11.495  9.806  -10.685  5.804  0.035 0.453 0
 3668 11.503  9.417  -10.169  6.086  0.104 0.153 0
 3763 11.531  9.570  -10.403  6.363  0.226 0.262 0
  999 12.209 10.510  -10.330  7.362  0.194 0.702 0
  621 12.382 10.666  -10.275  6.996  0.525 0.658 0
  939 12.297 10.599  -13.000  7.803  0.099 0.454 0
 8079 11.135  9.715  -13.000  5.266  0.006 0.205 0
  258 12.868 10.531  -10.503  8.149  0.200 0.332 0
 3127 11.623  9.807  -10.706  6.507  0.100 0.305 0
 4776 11.415  9.571  -10.112  5.681  0.094 0.418 0
  603 12.489 10.571  -10.734  7.652  0.263 0.223 0
 1935 11.885 10.305  -11.798  7.354  0.142 0.288 0
 3330 11.547  9.682  -10.291  5.898  0.157 0.342 0
  142 13.040 11.016  -10.682  8.378  0.653 0.179 0
  961 12.228 10.260  -13.000  7.587  0.266 0.231 0
 3859 11.525  9.549  -9.704  5.779  0.164 0.361 0
 2738 11.519  9.477  -9.842  5.905  0.271 0.520 0
 8419 11.120  9.565  -13.000  5.809  0.010 0.301 0
 3181 11.566  9.740  -10.042  5.778  0.202 0.348 0
 3882 11.507  9.497  -11.117  5.931  0.057 0.216 0
 1280 11.812  9.543  -9.668  6.152  0.251 0.164 0
 1304 11.888  9.994  -9.913  6.723  0.500 0.611 0
  871 12.276 10.604  -10.075  7.063  0.342 0.442 0
  789 12.340 10.392  -13.000  7.670  0.113 0.405 0
 2700 11.473  9.545  -9.655  6.110  0.237 0.166 0
  944 12.316 10.295  -13.000  8.187  0.004 0.135 0
 5146 11.354  9.563  -10.522  5.933  0.162 0.205 0
 2516 11.681  9.920  -10.282  6.512  0.211 0.509 0
 2978 11.594  9.756  -10.250  6.338  0.203 0.195 0
 2523 11.644  9.961  -10.219  6.147  0.317 0.427 0
 3741 11.479  9.828  -10.108  5.899  0.257 0.394 0
 3675 11.502  9.563  -9.844  5.899  0.225 0.508 0
  972 12.242 10.610  -13.000  7.746  0.069 0.483 0
 2101 11.834 10.147  -10.350  6.590  0.252 0.543 0
 4085 11.486  9.667  -10.063  5.929  0.177 0.578 0
 1114 12.079 10.658  -10.308  6.719  0.255 0.313 0
 1836 11.915 10.148  -13.000  7.267  0.015 0.287 0
  233 12.778 10.949  -12.948  8.182  0.478 0.198 0
 2096 11.724  9.908  -9.887  6.355  0.499 0.236 0
 1170 12.095 10.505  -10.547  7.447  0.263 0.383 0
 8110 11.090  9.561  -13.000  5.731  0.017 0.263 0
 1471 11.955  9.820  -9.895  6.553  0.247 0.287 0
 2138 11.734 10.164  -10.952  6.467  0.212 0.451 0
 1916 11.884  9.944  -11.369  7.353  0.103 0.166 0
 8157 11.129  9.704  -10.652  5.763  0.015 0.306 0
 4446 11.448  9.516  -10.105  5.982  0.093 0.561 0
 2051 11.869  9.690  -9.979  5.809  0.168 0.593 0
  256 12.832 10.997  -11.289  8.260  0.499 0.170 0
  225 12.843 11.039  -10.869  8.184  0.436 0.404 0
 4801 11.424  9.575  -10.493  5.952  0.040 0.241 0
 2338 11.802  9.461  -9.978  6.406  0.188 0.179 0
 1127 12.136 10.483  -11.136  7.419  0.146 0.235 0
 3876 11.550  9.250  -9.990  5.482  0.151 0.200 0
 2088 11.812 10.332  -10.614  6.867  0.097 0.584 0
 1602 11.710  9.937  -10.121  6.576  0.207 0.325 0
 3418 11.563  9.678  -10.154  6.293  0.131 0.499 0
  548 12.337 10.275  -9.641  6.876  0.512 0.141 0
 6663 11.226  9.524  -10.231  5.623  0.105 0.361 0
 2045 11.780 10.062  -10.169  6.118  0.353 0.657 0
 1131 12.024 10.178  -9.650  6.272  0.494 0.482 0
 3849 11.501  9.597  -9.947  6.434  0.117 0.373 0
 1266 12.059 10.398  -10.525  7.416  0.140 0.581 0
 3750 11.542  9.591  -10.808  6.322  0.091 0.216 0
 1019 12.137 10.592  -10.772  7.294  0.139 0.162 0
 1833 11.850  9.941  -9.630  6.151  0.267 0.370 0
   66 13.327 11.081  -11.084  8.412  0.688 0.204 0
  200 12.978 10.783  -13.000  8.316  0.363 0.140 0
  909 12.273 10.154  -10.237  7.305  0.225 0.206 0
